Channel,Recipient,Title,TypeOfSupport,FinancialInstrument,Sector,Ressort,Jahr,Klimafinanzierung in USD,Region,Kontinent
bilateral,Ghana,Strengthening resilience of farmers towards climate change and promotion of environmental friendly agriculture in the diocese of Navrongo-Bolgatanga,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Promotion of small enterprises for sustainable energy supply and innovations in agriculture,cross-cutting,Grant,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Ghana,"PAP SI on Training and Job Creation between UBW e.V., AGI and KNUST in Ghana",mitigation,Grant,Business & Other Services (250),BMZ,2022,700000.0,Westafrika,Afrika
bilateral,Ghana,Environmentally sound disposal and recycling of electronic waste,mitigation,Grant,Water Supply & Sanitation (140),BMZ,2022,3350000.0,Westafrika,Afrika
bilateral,Ghana,Sustainable Transformation of the Energy Sector,mitigation,concessional loan from budgetary sources,Energy (230),BMZ,2022,31500000.0,Westafrika,Afrika
bilateral,Ghana,"Integrated Rural Development of 20 villages in Northwestghana with special emphasis on food security, 3. phase",adaptation,Grant,Other Multisector (430),BMZ,2022,150000.0,Westafrika,Afrika
bilateral,Ghana,From full sun to shaded cocoa agroforestry systems: Rehabilitation of smallholder cocoa farms and forest ecosystems for enhanced conservation and sustainable use of forestry resources in the High Forest zone of Ghana,mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMUV,2022,0.0,Westafrika,Afrika
bilateral,Ghana,Forest Landscape Restoration by means of sustainable wood energy value chains,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMUV,2022,0.0,Westafrika,Afrika
bilateral,Guinea,"Sustainable agriculture and food security in Kissidougou, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Guinea,Sustainable production methods and valorisation of local products to improve food security,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Guinea-Bissau,"Support of women's associationes in order to improve family income and nutrition in the province of Cacheu, Guinea-Bissau",mitigation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,IGAD,Regional Fund for Improving Drought Resilience in Ethiopia,adaptation,equity,Other Multisector (430),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,Regional Fund for Improving Drought Resilience in Kenya,adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,Strengthening IGAD's capacity to increase drought resilience in the Horn of Africa,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,500000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,Vocational training and food security in Eastern Sudan for refugees and host communities,mitigation,Grant,Education (110),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,Regional Fund for Improving Drought Resilience in the Horn of Africa,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,Regionalfonds zur Stärkung der Dürreresilienz am Horn von Afrika (Somaliland),adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,cross-border collaboration Western Ethiopia/East Sudan,cross-cutting,Grant,Other Multisector (430),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,IGAD,Strengthening IGAD’s capacity to increase drought resilience in the Horn of Africa – Phase III,adaptation,Grant,,BMZ,2022,790000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Kenya,Privat Sector Development in Agriculture,adaptation,concessional loan from budgetary sources,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Water Sector Development Program,adaptation,concessional loan from budgetary sources,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Programm Entwicklung des Gesundheitssektors - Reproduktive Gesundheit,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Drought Resilience in Northern Kenya,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Water and sanitation program for (peri-)urban growth areas,adaptation,concessional loan from budgetary sources,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Steam Field Development Bogoria-Silali Block,mitigation,concessional loan,Energy (230),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Smallholder Irrigation Programme Mount Kenya Phase IV,adaptation,concessional loan from budgetary sources,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Promotion of grid-connected renewable energy, focusing on wind energy",mitigation,Grant,Energy (230),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Food Security through Improved Agricultural Productivity in Western Kenya,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Drought Resilience in the North of Kenya,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,SEWOH: Masai Land Value Enhancement and Drought mitigation,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,81094.24,Ostafrika,Afrika
bilateral,Kenya,Food and Nutrition Security,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Food security and Nutrition Initiative,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Promotion of sustainable and ecological small-scale farming connected with increase of harvest and strengthening of local self-help capacities of women in Momoi region,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Food Security and Climate Change Adaption,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Kenya Country Strategic Plan (CSP) 2018-2022 - Resilient Livelihoods Support,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Youth Employment & AgroBusiness in Western Kenya,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Promoting water supply and peaceful community development in the diocese of Marsabit, Kenya",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Support of a safe and sustainably reliable water and sanitation supply in dry areas of Meru diocese, Kenya",cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Integrated Food Security Project, continued",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,SEWOH - Green Businesses: Creating opportunity for young people and women in rural Kenya,adaptation,Grant,Education (110),BMZ,2022,36580.5,Ostafrika,Afrika
bilateral,Kenya,Food and Nutrition Security in the light of climate change ,adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Vocational training for craftrmen  in renewable, solarenergy technologies",mitigation,Grant,Education (110),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Country Strategic Plan,adaptation,Grant,Commodity Assistance and general Program Support (520),BMZ,2022,500000.0,Ostafrika,Afrika
bilateral,Kenya,"Peoples´ empowerment for sustainability programme, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Food Security and Peace in the Cross Border Region, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Kenya integrated Peace and Governance Project, continuation",adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Scaling up HIV/AIDS internventions, quality health care, food security and livelihoods in Homa Bay County, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Improvement of sustainable management of natural resources among agro-pastoralists, pastoralists and small farmers for food security in Tana River County, Kenya",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Climate-resilient solutions to strengthen smallholder farming communities to combat food insecurity, water shortages and environmental degradation in Machakos, Makueni, Kitui and Laikipia counties",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Covid-19 Emergency Support for Wildlife Conservancies in Maasai Mara Region,cross-cutting,Grant,Multisector (410),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Strengthening resilience of small farmer families with regard to severe drought in rural areas of Kitui diocese, Kenya",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Supply of water and peaceful community development in the diocese of Marsabit, Kenya",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Food Security and Environmental Management, continued",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,adaptation to Climate change Trends for Sustainable Livelihoods,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Seventh Corporate Plan - That we may be one, continuation",adaptation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Enhancing Community Based adaptation to Climate Change continuation,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Western Kenya Integrated Community Development Project, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,"Mangoes From Above V, continuation",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,135000.0,Ostafrika,Afrika
bilateral,Kenya,Promotion of climate resilient communities and capacity building of local institutions and community organizations in Isiolo County,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,250000.5,Ostafrika,Afrika
bilateral,Kenya,"Community Resilience to climate change in ASAL areas Machakos, Makueni und Kitui, Kenya",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,281250.0,Ostafrika,Afrika
bilateral,Kenya,Increasing the capacity of poor rural communities  in Kochogo South Sublocation in effective water management for increased climate resilience,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,228465.75,Ostafrika,Afrika
bilateral,Kenya,Increasing food and income security for rural families and creating prospects for young people to stay,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,244758.0,Ostafrika,Afrika
bilateral,Kenya,Greening with Jobs: Environmental Preservation and Restoration in rural Kenya (GREENPARK),adaptation,Grant,Other Social Infrastructure & Services (160),BMZ,2022,600000.0,Ostafrika,Afrika
bilateral,Kenya,Sustainable agriculture and biodiversity transformation in communities in rural Kenya,cross-cutting,Grant,Multisector (410),BMZ,2022,1350000.0,Ostafrika,Afrika
bilateral,Kenya,Promotion of e-Mobility in Kenya,mitigation,Grant,,BMZ,2022,6000000.0,Ostafrika,Afrika
bilateral,Kenya,"Expansion of the technical infrastructure and construction of a girls' dormitory in Mombasa, Kenya",mitigation,Grant,Education (110),BMZ,2022,333500.0,Ostafrika,Afrika
bilateral,Kenya,"Expansion of the technical infrastructure and construction of a boys' dormitory in Ukunda, Kenya",mitigation,Grant,Education (110),BMZ,2022,241500.0,Ostafrika,Afrika
bilateral,Kenya,"Community-based integrated rural development in Embu Diocese, Kenya",adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,262500.0,Ostafrika,Afrika
bilateral,Kenya,Sustainable management of agricultural seed systems in Kenya,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,136500.0,Ostafrika,Afrika
bilateral,Kenya,"Supporting safe and sustainable water and sanitation in the drylands of Meru diocese, Kenya",cross-cutting,Grant,Water Supply & Sanitation (140),BMZ,2022,473000.0,Ostafrika,Afrika
bilateral,Kenya,Improving the infrastructure for vocational training for young women in Nairobi,mitigation,Grant,Education (110),BMZ,2022,375500.0,Ostafrika,Afrika
bilateral,Kenya,Improving the infrastructure of a vocational training centre in Nairobi,mitigation,Grant,Education (110),BMZ,2022,411500.0,Ostafrika,Afrika
bilateral,Kenya,"Support for Integrated Water Resources Management to Ensure Water Access for Communities in Sololo, Moyale Sub-County, Marsabit County, continuation",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,341000.0,Ostafrika,Afrika
bilateral,Kenya,"Integrated Food Security Project, continuation",adaptation,Grant,Other Multisector (430),BMZ,2022,195000.0,Ostafrika,Afrika
bilateral,Kenya,Promoting Ecological Land Use Management and Networking for Livelihood Improvement,adaptation,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,960000.0,Ostafrika,Afrika
bilateral,Kenya,"Improving food security and water supply in arid areas through humanitarian and development measures, phase 1",adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,215000.0,Ostafrika,Afrika
bilateral,Kenya,GNIplus,cross-cutting,Grant,Multisector (410),BMUV,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,Public-private-people partnerships - a concept to combine biodiversity and economic developments in coastal forests,cross-cutting,Grant,Multisector (410),BMUV,2022,0.0,Ostafrika,Afrika
bilateral,Kenya,German Embassy Green Economy Cycle 2021: Roadmap to E-Mobility,mitigation,Grant,Multisector (410),AA,2022,49500.0,Ostafrika,Afrika
bilateral,Kenya,Enhancing environment-security analysis and action in Somalia,cross-cutting,Grant,Multisector (410),AA,2022,184000.0,Ostafrika,Afrika
bilateral,Lake Chad Basin Commission,Applied Water Resources Management in the Lake Chad Basin,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Lake Chad Basin Commission,Gestion durable des ressources en eaux souterrains du bassin du Lac Tchad,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,0.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Lake Chad Basin Commission,Sustainable management of groundwater resources in the Lake Chad Basin II,adaptation,Grant,Water Supply & Sanitation (140),BMZ,2022,3000000.0,Andere/nicht aufteilbar,Andere/nicht aufteilbar
bilateral,Lesotho,Building Livelihoods and Sustainability for Vulnerable members of our society,cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Südliches Afrika,Afrika
bilateral,Liberia,Aus- und Aufbau von Kapazitäten im Verkehrssektor,adaptation,Grant,Transport & Storage (210),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Liberia,Protection of biodiversity in tai-sapo-corridor (sapo national park LBR),mitigation,Grant,Multisector (410),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Liberia,Stromversorgung,cross-cutting,Grant,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Liberia,WAPP - Electrification and grid reinforcement along 4-country transmission line CLSG in Monrovia,cross-cutting,Grant,Energy (230),BMZ,2022,0.0,Westafrika,Afrika
bilateral,Liberia,"Promotion of a sustainable agriculture and community development in the districts of Bomi, Grand Cape Mount and and Gbarpolu, Liberia",cross-cutting,Grant,"Agriculture, Forestry, Fishing (310)",BMZ,2022,0.0,Westafrika,Afrika
bilateral,Liberia,Information on rights and lobby work for communities affected by the expansion of commercial plantations in Liberia,mitigation,Grant,Government & Civil Society (150),BMZ,2022,0.0,Westafrika,Afrika
