index;Channel;Recipient;Title;FinancialInstrument;TypeOfSupport;Sector;GrantEquivalent;SubSector;AdditionalInformation;Year;Klimafinanzierung;Haushalt;Ressort;Recipient Deutsch;Region;Kontinent;CONTINENT;ISOCode
2805;Bilateral;Honduras;Promoting Economic, Social, Cultural and Environmental Rights in Western Honduras;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Democratic participation and civil society (15150);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7451.0;2021;0.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2806;Bilateral;Honduras;Reactivation of local production in Western Honduras to improve the food crisis caused by COVID-19 O;Zuschuss;adaptation;Wasser und Abwasser/Abfallentsorgung;0.0;Basic drinking water supply and basic sanitation (14030);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2020.7586.9;2021;79500.0;Haushaltsmittel;BMZ;Honduras;Zentralamerika;Amerika;North America;HND
2807;Bilateral;South America, regional;Forest Landscape Restoration in Central America and the Dominican Republic (REDD-Landscape / CCAD) and implementation of the Green Development Fund for Central America (REDD Landscape);Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry policy and administrative management (31210);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;2000000.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2808;Bilateral;South America, regional;Transparent policy making – cooperative MRV platform in the Caribbean;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Greenhouse Gas Management Institute (GHGMI)), principal objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2809;Bilateral;South America, regional;Transforming Evidence into Change: a Holistic Approach to Governance for EbA - GO4EbA ;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (International Union for Conservation of Nature (IUCN) ), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2810;Bilateral;South America, regional;Taking Land Use Change out of Commodity Production in Savannahs and Grasslands through Policy Engagement, Land Use Planning and Best Management Practices;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMU (World Wide Fund for Nature (WWF) ), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2811;Bilateral;South America, regional;Ecosystem-based adaptation and forest restoration in vulnerable rural communities within the Caribbean Biological Corridor;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Deutsche Welthungerhilfe e.V.), principal objective;2021;19814227.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2812;Bilateral;South America, regional;Ambition leaders: Support for AILAC countries in the UNFCCC negotiations;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Economic and Social Research Consortium (CIES), Independent Association of Latin America and the Caribbean (AILAC)), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2813;Bilateral;South America, regional;Resilient Islands by design: Integrating ecosystem- and community-based approaches to enhance climate change adaptation in the Caribbean;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (The Nature Conservancy (TNC) ), principal objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2814;Bilateral;South America, regional;Enabling Conditions for Investment in the Transition to a low carbon society in Latin American Countries;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (SouthSouthNorth (SSN)), principal objective;2021;4521572.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2815;Bilateral;South America, regional;Mainstreaming biodiversity into food value chains;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2816;Bilateral;South America, regional;Unlocking Forest Finance - Mobilisation of private sector capital to reduce deforestation through Public/Private Partnerships for forests and rural livelihoods.;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Global Canopy Programme (GCP)), principal objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2817;Bilateral;South America, regional;Climate Risk adaptation and Insurance in the Caribbean (CRAIC);Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Munich Climate Insurance Initiative (MCII)), principal objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2818;Bilateral;South America, regional;Supporting the implementation of NDCs in the Caribbean–transforming the energy and transport sectors towards a low-carbon and climate-resilient future;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2819;Bilateral;South America, regional;Protected areas and other area-based conservation measures at the level of local governments;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2820;Bilateral;South America, regional;Resilient forests and financing options for sustainable water supplies in the tropics;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (OroVerde - Die Tropenwaldstiftung ), principal objective;2021;999314.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2821;Bilateral;South America, regional;Upscaling of private FLR investments in Latin America;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry development (31220);BMU (UNIQUE forestry and land use GmbH), significant objective;2021;500000.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2822;Bilateral;South America, regional;Climate-Smarting Marine Protected Areas and Coastal Management in the Mesoamerican Reef Region;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (World Wide Fund for Nature (WWF) ), principal objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2823;Bilateral;South America, regional;Development of a monitoring system for biodiversity and climate change in the Selva Maya region;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2824;Bilateral;South America, regional;Wise use of Caribbean wetlands for climate change mitigation and conservation of their ecosystem services;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (International Union for Conservation of Nature (IUCN), Ramsar Convention on Wetlands Secretariat), principal objective;2021;3706090.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2825;Bilateral;South America, regional;LAC Green Finance Facility;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy generation, renewable sources - multiple technologies (23210);BMU (Inter-American Development Bank (IDB)), principal objective;2021;3000000.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2826;Bilateral;South America, regional;Sustainable forest management models and private financing for secondary forests;Zuschuss;cross-cutting;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Forestry policy and administrative management (31210);BMU (CATIE - Costa Rica), significant objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2827;Bilateral;South America, regional;Implementation and Financing of Ecosystem-based adaptation (EbA) by the Food and Agriculture Sector to reduce climate risk and environmental impacts in Latin America;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural land resources (31130);BMU (The Nature Conservancy (TNC) ), principal objective;2021;431096.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2828;Bilateral;South America, regional;Protected areas and other area-based conservation measures at the level of local governments;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;911632.29;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2829;Bilateral;South America, regional;Development of a monitoring system for biodiversity and climate change in the Selva Maya region;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Biodiversity (41030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), significant objective;2021;1106607.06;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2830;Bilateral;South America, regional;Transformative Governance: Catalyzing Urban Coalitions to Drive Systemic Transformation Toward Sustainability - scoping mission;Zuschuss;mitigation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Deutsches Institut für Entwicklungspolitik (DIE)), principal objective;2021;0.0;Haushaltsmittel;BMUV;Südamerika, regional;Südamerika;Amerika;South America;
2831;Bilateral;Latin America and the Caribbean;Qualification of partner organizations by the Central America Regional Office, continuation;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Multisector education/training (43081);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2019.7529.1;2021;493000.0;Haushaltsmittel;BMZ;Latin America and the Caribbean;Nicht aufteilbar;Nicht aufteilbar;;
2832;Bilateral;Latin America and the Caribbean;Regional Dialogue to Address Human Mobility and Climate Change Adaption in the Eastern Carribean;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);AA (International Organization for Migration (IOM)), significant objective;2021;120000.0;Haushaltsmittel;AA;Latin America and the Caribbean;Nicht aufteilbar;Nicht aufteilbar;;
2833;Bilateral;Latin America and the Caribbean;Life, dignity and justice for the people in Central America. Continuation;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Democratic participation and civil society (15150);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2020.7639.6;2021;650000.0;Haushaltsmittel;BMZ;Latin America and the Caribbean;Nicht aufteilbar;Nicht aufteilbar;;
2834;Bilateral;Latin America and the Caribbean;Life, dignity and justice for the people in Central America;Zuschuss;adaptation;Staat und Zivilgesellschaft;0.0;Democratic participation and civil society (15150);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2017.7571.7;2021;0.0;Haushaltsmittel;BMZ;Latin America and the Caribbean;Nicht aufteilbar;Nicht aufteilbar;;
2835;Bilateral;Latin America and the Caribbean;Knowledge transfer and consultancy regarding earth construction focussing on gender, disaster preparation and risk management in Mesoamerica;Zuschuss;cross-cutting;Sonstige Soziale Infrastruktur und Dienste;0.0;Low-cost housing (16040);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3967.7;2021;0.0;Haushaltsmittel;BMZ;Latin America and the Caribbean;Nicht aufteilbar;Nicht aufteilbar;;
2836;Bilateral;Latin America and the Caribbean;Strengthening processes in sustainable rural development in different countries of Central America;Zuschuss;adaptation;Landwirtschaft, Forstwirtschaft und Fischereiwesen;0.0;Agricultural extension (31166);BMZ (Katholische Zentralstelle für Entwicklungshilfe e.V. (KZE)), significant objective, 2019.3234.2;2021;0.0;Haushaltsmittel;BMZ;Latin America and the Caribbean;Nicht aufteilbar;Nicht aufteilbar;;
2837;Bilateral;MERCOSUR;Support of the Quality Infrastructure to increase energy efficiency in the MERCOSUR Member Countries;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy conservation and demand-side efficiency (23183);BMZ (Physikalisch-Technische Bundesanstalt (PTB)), significant objective, 2018.2257.6;2021;0.0;Haushaltsmittel;BMZ;MERCOSUR;Nicht aufteilbar;Nicht aufteilbar;;
2838;Bilateral;MERCOSUR;Förderung der Integration, Energieeffizienz und Erneuerbare Energien im MERCOSUR;Zuschuss;mitigation;Industrie, Bergbau, Bauwesen;0.0;Technological research and development (32182);BMZ (Physikalisch-Technische Bundesanstalt (PTB)), principal objective, 2015.2158.2;2021;0.0;Haushaltsmittel;BMZ;MERCOSUR;Nicht aufteilbar;Nicht aufteilbar;;
2839;Bilateral;Mexico;Sustainable development in indigenous communities of Oaxaca affected by natural desasters;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), significant objective, 2018.7488.2;2021;0.0;Haushaltsmittel;BMZ;Mexiko;Zentralamerika;Amerika;North America;MEX
2840;Bilateral;Mexico;Climate protection in the Mexican urban policy (CiClim);Zuschuss;mitigation;Andere multisektorale Massnahmen;0.0;Urban development and management (43030);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2021;1300000.0;Haushaltsmittel;BMUV;Mexiko;Zentralamerika;Amerika;North America;MEX
2841;Bilateral;Mexico;Sustainable rural development in the Mixteca region in Oaxaca;Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2018.7487.4;2021;0.0;Haushaltsmittel;BMZ;Mexiko;Zentralamerika;Amerika;North America;MEX
2842;Bilateral;Mexico;Ecosystem-based adaptation to Climate Change in cooperation with the private sector in Mexico ;Zuschuss;adaptation;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);BMU (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective;2021;0.0;Haushaltsmittel;BMUV;Mexiko;Zentralamerika;Amerika;North America;MEX
2843;Bilateral;Mexico;Strengthening of resilience of indigenous communities regarding land rights problems and climat crises (Continuation);Zuschuss;adaptation;Andere multisektorale Massnahmen;0.0;Rural development (43040);BMZ (Evangelische Zentralstelle für Entwicklungshilfe e.V. (EZE)), principal objective, 2019.7594.5;2021;0.0;Haushaltsmittel;BMZ;Mexiko;Zentralamerika;Amerika;North America;MEX
2844;Bilateral;Mexico;Dialogues for a sustainable future;Zuschuss;cross-cutting;Umweltschutz allgemein;0.0;Environmental policy and administrative management (41010);AA (Deutsche Botschaft Mexiko-Stadt), significant objective;2021;12000.0;Haushaltsmittel;AA;Mexiko;Zentralamerika;Amerika;North America;MEX
2845;Bilateral;Mexico;Implementation of the energy transition in Mexico;Zuschuss;mitigation;Energieerzeugung, -Verteilung und -Effizienz;0.0;Energy policy and administrative management (23110);BMZ (Deutsche Gesellschaft für internationale Zusammenarbeit GmbH (GIZ)), principal objective, 2017.2071.3;2021;500000.0;Haushaltsmittel;BMZ;Mexiko;Zentralamerika;Amerika;North America;MEX
